hike_name,Field1_links,difficulty,distance,elevation,URL,latitude,longitude,drive_time
Indian Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Indian_Mountain_Loop_Hike,Moderate,11.5 miles,"2,640 feet",https://www.oregonhikers.org/field_guide/Wahtum_Lake_Trailhead,Latitude: 45.57737,Longitude: -121.79263,110 minutes
Indian Point Loop Hike,https://www.oregonhikers.org/field_guide/Indian_Point_Loop_Hike,Moderate,7.8 miles,"2,730 feet",https://www.oregonhikers.org/field_guide/Herman_Creek_Trailhead,Latitude: 45.68280,Longitude: -121.84249,1 hour
Indian Racetrack via the PCT Hike,https://www.oregonhikers.org/field_guide/Indian_Racetrack_via_the_PCT_Hike,Moderate,8 miles,850 feet,https://www.oregonhikers.org/field_guide/Crest_Camp_Trailhead,Latitude: 45.90928,Longitude: -121.80252,85 minutes
Island Lakes Hike,https://www.oregonhikers.org/field_guide/Island_Lakes_Hike,Moderate,10.2 miles,"1,330 feet",https://www.oregonhikers.org/field_guide/Shadow_Bay_Trailhead,Latitude: 43.6917,Longitude: -122.0440,3.25 hours
Jackpot Meadow Hike,https://www.oregonhikers.org/field_guide/Jackpot_Meadow_Hike,Moderate,6 miles,"1,140 feet",https://www.oregonhikers.org/field_guide/Salmon_River_East_Trailhead,Latitude: 45.22650,Longitude: -121.77342,90 minutes
Jawbone Flats Hike,https://www.oregonhikers.org/field_guide/Jawbone_Flats_Hike,Moderate,6.6 miles,360 feet,https://www.oregonhikers.org/field_guide/Opal_Creek_Trailhead,Latitude: 44.85980,Longitude: -122.26460,105 minutes
Jefferson Park Ridge Hike,https://www.oregonhikers.org/field_guide/Jefferson_Park_Ridge_Hike,Moderate,7.4 miles,"1,500 feet",https://www.oregonhikers.org/field_guide/Breitenbush_Trailhead,Latitude: 44.76480,Longitude: -121.78543,2.5 hours
Jefferson Park from Whitewater Trailhead Hike,https://www.oregonhikers.org/field_guide/Jefferson_Park_from_Whitewater_Trailhead_Hike,Moderate,11 miles,"1,800 feet",https://www.oregonhikers.org/field_guide/Whitewater_Trailhead,Latitude: 44.706730,Longitude: -121.874899,2.25 hours
Jefferson Park via Park Ridge Hike,https://www.oregonhikers.org/field_guide/Jefferson_Park_via_Park_Ridge_Hike,Moderate,11.2 miles,"2,500 feet",https://www.oregonhikers.org/field_guide/Breitenbush_Lake_Trailhead,Latitude: 44.76480,Longitude: -121.78543,2.5 hours
Johnston Ridge Hike,https://www.oregonhikers.org/field_guide/Johnston_Ridge_Hike,Moderate,10.4 miles,"1,830 feet",https://www.oregonhikers.org/field_guide/Hummocks_Trailhead,Latitude: 46.2867,Longitude: -122.2717,110 minutes
Judge Waldo Tree Hike,https://www.oregonhikers.org/field_guide/Judge_Waldo_Tree_Hike,Moderate,14.5 miles,"1,500 feet",https://www.oregonhikers.org/field_guide/Blue_Canyon_Trailhead,Latitude: 42.52938,Longitude: -122.29718,5.5 hours
Junction Lake-Bear Lake Loop Hike,https://www.oregonhikers.org/field_guide/Junction_Lake-Bear_Lake_Loop_Hike,Moderate,8.7 miles,"1,220 feet",https://www.oregonhikers.org/field_guide/East_Crater_Trailhead,Latitude: 45.98032,Longitude: -121.75946,110 minutes
Kalama River-Goat Marsh Lake Loop Hike,https://www.oregonhikers.org/field_guide/Kalama_River-Goat_Marsh_Lake_Loop_Hike,Moderate,13.9 miles,"1,435 feet",https://www.oregonhikers.org/field_guide/Kalama_Horse_Camp_Trailhead,Latitude: 46.14307,Longitude: -122.32381,90 minutes
Kerby Peak Hike,https://www.oregonhikers.org/field_guide/Kerby_Peak_Hike,Moderate,7 miles,"2,600 feet",https://www.oregonhikers.org/field_guide/Kerby_Peak_Trailhead,Latitude: 42.24628,Longitude: -123.4567,5.5 hours
Ki-A-Kuts Falls Hike,https://www.oregonhikers.org/field_guide/Ki-A-Kuts_Falls_Hike,Moderate,2.8 miles,580 feet,https://www.oregonhikers.org/field_guide/Maple_Creek_Road_Trailhead,Latitude: 45.46717,Longitude: -123.39333,100 minutes
Kilchis River Hike,https://www.oregonhikers.org/field_guide/Kilchis_River_Hike,Moderate,4.8 miles,"1,030 feet",https://www.oregonhikers.org/field_guide/Purcell_Creek_Road_Trailhead,Latitude: 45.5856,Longitude: -123.7949,110 minutes
Kings Mountain Hike,https://www.oregonhikers.org/field_guide/Kings_Mountain_Hike,Moderate,4.8 miles,"2,545 feet",https://www.oregonhikers.org/field_guide/Kings_Mountain_Trailhead,Latitude: 45.5969,Longitude: -123.5063,1 hour
Kings Mountain Junior Loop Hike,https://www.oregonhikers.org/field_guide/Kings_Mountain_Junior_Loop_Hike,Moderate,5.9 miles,"2,695 feet",https://www.oregonhikers.org/field_guide/Kings_Mountain_Trailhead,Latitude: 45.5969,Longitude: -123.5063,1 hour
Kingsley Wahtum Trail to Rainy Lake Hike,https://www.oregonhikers.org/field_guide/Kingsley_Wahtum_Trail_to_Rainy_Lake_Hike,Moderate,9.1 miles,840 feet,https://www.oregonhikers.org/field_guide/Kingsley_Wahtum_Trailhead,Latitude: 45.62370,Longitude: -121.70135,95 minutes
Klamath Overlook via Coastal Trail Hike,https://www.oregonhikers.org/field_guide/Klamath_Overlook_via_Coastal_Trail_Hike,Moderate,8.2 miles,"2,145 feet",https://www.oregonhikers.org/field_guide/Lagoon_Creek_Trailhead,Latitude: 41.59421,Longitude: -124.09925,6 hours
Klickitat Trail: Lyle to Klickitat Hike,https://www.oregonhikers.org/field_guide/Klickitat_Trail:_Lyle_to_Klickitat_Hike,Moderate,13 miles,340 feet,https://www.oregonhikers.org/field_guide/Lyle_Trailhead,Latitude: 45.69668,Longitude: -121.29019,80 minutes
Klickitat Trail: Swale Canyon Hike,https://www.oregonhikers.org/field_guide/Klickitat_Trail:_Swale_Canyon_Hike,Moderate,15 miles,"1,010 feet",https://www.oregonhikers.org/field_guide/Wahkiacus_Trailhead,Latitude: 45.82330,Longitude: -121.09857,100 minutes
Knebal Springs Loop Hike,https://www.oregonhikers.org/field_guide/Knebal_Springs_Loop_Hike,Moderate,9 miles,"1,885 feet",https://www.oregonhikers.org/field_guide/Bottle_Prairie_Trailhead,Latitude: 45.395204,Longitude: -121.499669,100 minutes
Kwis Kwis Loop Hike,https://www.oregonhikers.org/field_guide/Kwis_Kwis_Loop_Hike,Moderate,7.8 miles,"1,265 feet",https://www.oregonhikers.org/field_guide/Fort_Clatsop_Trailhead,Latitude: 46.13402,Longitude: -123.88054,2 hours
Labyrinth-Coyote Wall Loop Hike,https://www.oregonhikers.org/field_guide/Labyrinth-Coyote_Wall_Loop_Hike,Moderate,7.3 miles,"1,790 feet",https://www.oregonhikers.org/field_guide/Labyrinth_Trailhead,Latitude: 45.70519,Longitude: -121.38324,80 minutes
Lacamas Creek Loop Hike,https://www.oregonhikers.org/field_guide/Lacamas_Creek_Loop_Hike,Moderate,4.1 miles,670 feet,https://www.oregonhikers.org/field_guide/Lacamas_Creek_Trailhead,Latitude: 45.58941,Longitude: -122.39165,35 minutes
Lake Branch Hike,https://www.oregonhikers.org/field_guide/Lake_Branch_Hike,Moderate,4.4 miles,610 feet,https://www.oregonhikers.org/field_guide/Lost_Lake_Trailhead,Latitude: 45.49585,Longitude: -121.82248,2 hours
Lake Harriette Hike,https://www.oregonhikers.org/field_guide/Lake_Harriette_Hike,Moderate,12.2 miles,"1,790 feet",https://www.oregonhikers.org/field_guide/Varney_Creek_Trailhead,Latitude: 42.39975,Longitude: -122.10114,5 hours
Lake Wapiki Hike,https://www.oregonhikers.org/field_guide/Lake_Wapiki_Hike,Moderate,7 miles,"1,625 feet",https://www.oregonhikers.org/field_guide/Lemei_Trailhead,Latitude: 46.028241,Longitude: -121.685815,2.25 hours
Larch Mountain Crater Hike,https://www.oregonhikers.org/field_guide/Larch_Mountain_Crater_Hike,Moderate,6.3 miles,"1,310 feet",https://www.oregonhikers.org/field_guide/Larch_Mountain_Trailhead,Latitude: 45.52937,Longitude: -122.08843,50 minutes
Larch Mountain via Cold Creek Hike,https://www.oregonhikers.org/field_guide/Larch_Mountain_via_Cold_Creek_Hike,Moderate,11.6 miles,"2,300 feet",https://www.oregonhikers.org/field_guide/Yacolt_Burn_Trailhead,Latitude: 45.75198,Longitude: -122.32708,75 minutes
Larch Mountain via Grouse Vista Hike,https://www.oregonhikers.org/field_guide/Larch_Mountain_via_Grouse_Vista_Hike,Moderate,5.4 miles,"1,205 feet",https://www.oregonhikers.org/field_guide/Grouse_Vista_Trailhead,Latitude: 45.72177,Longitude: -122.26957,65 minutes
Latourell Falls Hike,https://www.oregonhikers.org/field_guide/Latourell_Falls_Hike,Easy,2.4 miles,625 feet,https://www.oregonhikers.org/field_guide/Latourell_Falls_Trailhead,Latitude: 45.53880,Longitude: -122.21757,40 minutes
Laurance Lake High Ridge Hike,https://www.oregonhikers.org/field_guide/Laurance_Lake_High_Ridge_Hike,Moderate,6.6 miles,"1,170 feet",https://www.oregonhikers.org/field_guide/Clear_Branch_Dam_Trailhead,Latitude: 45.45792,Longitude: -121.65705,100 minutes
Lava Canyon from Smith Creek Hike,https://www.oregonhikers.org/field_guide/Lava_Canyon_from_Smith_Creek_Hike,Moderate,6.5 miles,"1,500 feet",https://www.oregonhikers.org/field_guide/Lower_Smith_Creek_Trailhead,Latitude: 46.18128,Longitude: -122.05417,2 hours
Lee Falls Hike,https://www.oregonhikers.org/field_guide/Lee_Falls_Hike,Moderate,6.6 miles,355 feet,https://www.oregonhikers.org/field_guide/Lee_Falls_Road_Trailhead,Latitude: 45.4522,Longitude: -123.2574,70 minutes
Leidl Ridge Hike,https://www.oregonhikers.org/field_guide/Leidl_Ridge_Hike,Moderate,9.1 miles,"1,115 feet",https://www.oregonhikers.org/field_guide/Canyon_Creek_Trailhead,Latitude: 45.92736,Longitude: -121.07201,115 minutes
Lemei Rock via Lemei Trail Hike,https://www.oregonhikers.org/field_guide/Lemei_Rock_via_Lemei_Trail_Hike,Moderate,9.2 miles,"2,285 feet",https://www.oregonhikers.org/field_guide/Lemei_Trailhead,Latitude: 46.028241,Longitude: -121.685815,2.25 hours
Lewis River Traverse Hike,https://www.oregonhikers.org/field_guide/Lewis_River_Traverse_Hike,Moderate,10 miles,"1,260 feet",https://www.oregonhikers.org/field_guide/Curly_Creek_Falls_Trailhead,Latitude: 46.0607,Longitude: -121.9728,105 minutes
Lewis River Waterfall Hike,https://www.oregonhikers.org/field_guide/Lewis_River_Waterfall_Hike,Moderate,6.6 miles,320 feet,https://www.oregonhikers.org/field_guide/Lower_Lewis_River_Falls_Trailhead,Latitude: 46.15560,Longitude: -121.88130,110 minutes
Linnton Loop Hike,https://www.oregonhikers.org/field_guide/Linnton_Loop_Hike,Moderate,5.2 miles,930 feet,https://www.oregonhikers.org/field_guide/Linnton_Trailhead,Latitude: 45.59628,Longitude: -122.78428,15 minutes
Little Blitzen Gorge Hike,https://www.oregonhikers.org/field_guide/Little_Blitzen_Gorge_Hike,Moderate,9.9 miles,"1,290 feet",https://www.oregonhikers.org/field_guide/Little_Blitzen_Trailhead,Latitude: 42.6567,Longitude: -118.7291,7 hours
Little Grayback Hike,https://www.oregonhikers.org/field_guide/Little_Grayback_Hike,Moderate,11 miles,"1,800 feet",https://www.oregonhikers.org/field_guide/Little_Grayback_Trailhead,Latitude: 42.04948,Longitude: -123.06384,5.5 hours
Little Huckleberry Mountain Hike,https://www.oregonhikers.org/field_guide/Little_Huckleberry_Mountain_Hike,Moderate,5 miles,"1,840 feet",https://www.oregonhikers.org/field_guide/Little_Huckleberry_Mountain_Trailhead,Latitude: 45.90562,Longitude: -121.70449,100 minutes
Little North Santiam Hike,https://www.oregonhikers.org/field_guide/Little_North_Santiam_Hike,Moderate,9 miles,"1,340 feet",https://www.oregonhikers.org/field_guide/Little_North_Santiam_West_Trailhead,Latitude: 44.83378,Longitude: -122.35074,100 minutes
Little South Fork Kilchis River Hike,https://www.oregonhikers.org/field_guide/Little_South_Fork_Kilchis_River_Hike,Moderate,6.8 miles,"1,720 feet",https://www.oregonhikers.org/field_guide/Little_South_Fork_Kilchis_River_Trailhead,Latitude: 45.55645,Longitude: -123.75458,110 minutes
Little Strawberry Lake Hike,https://www.oregonhikers.org/field_guide/Little_Strawberry_Lake_Hike,Moderate,6.5 miles,"1,395 feet",https://www.oregonhikers.org/field_guide/Strawberry_Basin_Trailhead,Latitude: 44.3192,Longitude: -118.6747,340 minutes
Lookingglass Lake via Shorthorn Trail Hike,https://www.oregonhikers.org/field_guide/Lookingglass_Lake_via_Shorthorn_Trail_Hike,Moderate,11.8 miles,"2,495 feet",https://www.oregonhikers.org/field_guide/Shorthorn_Trailhead,Latitude: 46.13053,Longitude: -121.51556,135 minutes
Lookingglass Lake via Stagman Ridge Hike,https://www.oregonhikers.org/field_guide/Lookingglass_Lake_via_Stagman_Ridge_Hike,Moderate,10.8 miles,"2,415 feet",https://www.oregonhikers.org/field_guide/Stagman_Ridge_Trailhead,Latitude: 46.140394,Longitude: -121.597788,2 hours
Lookout Mountain Hike,https://www.oregonhikers.org/field_guide/Lookout_Mountain_Hike,Moderate,3.4 miles,"1,045 feet",https://www.oregonhikers.org/field_guide/Mother_Lode_Mine_Trailhead,Latitude: 44.339342,Longitude: -120.358326,4.25 hours
Lookout Mountain Short Loop Hike,https://www.oregonhikers.org/field_guide/Lookout_Mountain_Short_Loop_Hike,Moderate,7.1 miles,"1,350 feet",https://www.oregonhikers.org/field_guide/Mother_Lode_Mine_Trailhead,Latitude: 44.339342,Longitude: -120.358326,4.25 hours
Lost Corral Hike,https://www.oregonhikers.org/field_guide/Lost_Corral_Hike,Moderate,10.1 miles,75 feet,https://www.oregonhikers.org/field_guide/J.S._Burres_Trailhead,Latitude: 45.4768,Longitude: -120.4681,2 hours
Lost Lake Butte Hike,https://www.oregonhikers.org/field_guide/Lost_Lake_Butte_Hike,Moderate,4.9 miles,"1,270 feet",https://www.oregonhikers.org/field_guide/Lost_Lake_Trailhead,Latitude: 45.49585,Longitude: -121.82248,2 hours
Low Divide Creek Hike,https://www.oregonhikers.org/field_guide/Low_Divide_Creek_Hike,Moderate,5.6 miles,705 feet,https://www.oregonhikers.org/field_guide/Summit_Trailhead,Latitude: 45.62394,Longitude: -123.37550,50 minutes
Lower Imnaha River Hike,https://www.oregonhikers.org/field_guide/Lower_Imnaha_River_Hike,Moderate,9.8 miles,610 feet,https://www.oregonhikers.org/field_guide/Cow_Creek_Trailhead,Latitude: 45.7639,Longitude: -116.7482,7.5 hours
Lower Metolius River Hike,https://www.oregonhikers.org/field_guide/Lower_Metolius_River_Hike,Moderate,17 miles,450 feet,https://www.oregonhikers.org/field_guide/Lower_Metolius_Trailhead,Latitude: 44.626,Longitude: -121.485,3 hours
Lower Salmonberry River Hike,https://www.oregonhikers.org/field_guide/Lower_Salmonberry_River_Hike,Moderate,9.6 miles,275 feet,https://www.oregonhikers.org/field_guide/Salmonberry_Trailhead,Latitude: 45.75001,Longitude: -123.65223,90 minutes
Lower Starvation Loop Hike,https://www.oregonhikers.org/field_guide/Lower_Starvation_Loop_Hike,Moderate,3.1 miles,795 feet,https://www.oregonhikers.org/field_guide/Starvation_Creek_Trailhead,Latitude: 45.68848,Longitude: -121.69031,1 hour
Lower Wenaha River Hike,https://www.oregonhikers.org/field_guide/Lower_Wenaha_River_Hike,Moderate,12.8 miles,"1,375 feet",https://www.oregonhikers.org/field_guide/Troy_Trailhead,Latitude: 45.9475,Longitude: -117.4544,380 minutes
Lyle Cherry Orchard Hike,https://www.oregonhikers.org/field_guide/Lyle_Cherry_Orchard_Hike,Moderate,5.2 miles,"1,250 feet",https://www.oregonhikers.org/field_guide/Lyle_Cherry_Orchard_Trailhead,Latitude: 45.68645,Longitude: -121.26557,90 minutes
Manhattan Beach Hike,https://www.oregonhikers.org/field_guide/Manhattan_Beach_Hike,Moderate,7.5 miles,10 feet,https://www.oregonhikers.org/field_guide/Rockaway_Beach_Trailhead,Latitude: 45.6130,Longitude: -123.9447,105 minutes
Maple-Wildwood Loop Hike,https://www.oregonhikers.org/field_guide/Maple-Wildwood_Loop_Hike,Moderate,8.4 miles,"1,080 feet",https://www.oregonhikers.org/field_guide/Lower_Salzman_Road_Trailhead,Latitude: 45.56633,Longitude: -122.75342,15 minutes
Marble Valley Hike,https://www.oregonhikers.org/field_guide/Marble_Valley_Hike,Moderate,13 miles,"2,400 feet",https://www.oregonhikers.org/field_guide/Lovers_Camp_Trailhead,Latitude: 41.59487,Longitude: -123.14263,6.5 hours
Marion Lake Hike,https://www.oregonhikers.org/field_guide/Marion_Lake_Hike,Moderate,6 miles,800 feet,https://www.oregonhikers.org/field_guide/Marion_Lake_Trailhead,Latitude: 44.5769,Longitude: -121.8939,2.5 hours
Marquam Nature Park Loop Hike,https://www.oregonhikers.org/field_guide/Marquam_Nature_Park_Loop_Hike,Moderate,6.3 miles,"1,075 feet",https://www.oregonhikers.org/field_guide/Marquam_Nature_Park_Shelter_Trailhead,Latitude: 45.50287,Longitude: -122.69169,10 minutes
Marquam Trail Hike,https://www.oregonhikers.org/field_guide/Marquam_Trail_Hike,Moderate,10.6 miles,"1,865 feet",https://www.oregonhikers.org/field_guide/Wildwood_Trailhead,Latitude: 45.51275,Longitude: -122.71661,10 minutes
Marquam Trail to Council Crest Hike,https://www.oregonhikers.org/field_guide/Marquam_Trail_to_Council_Crest_Hike,Moderate,5.8 miles,"1,100 feet",https://www.oregonhikers.org/field_guide/Marquam_Trailhead,Latitude: 45.49107,Longitude: -122.68712,10 minutes
Maryhill Loops Hike,https://www.oregonhikers.org/field_guide/Maryhill_Loops_Hike,Moderate,5.9 miles,820 feet,https://www.oregonhikers.org/field_guide/Maryhill_Loops_Trailhead,Latitude: 45.7121,Longitude: -120.7951,105 minutes
Marys Peak East Ridge Hike,https://www.oregonhikers.org/field_guide/Marys_Peak_East_Ridge_Hike,Moderate,5.5 miles,"1,200 feet",https://www.oregonhikers.org/field_guide/Connor%27s_Camp_Trailhead,Latitude: 44.49561,Longitude: -123.54298,110 minutes
Marys Peak North Ridge Hike,https://www.oregonhikers.org/field_guide/Marys_Peak_North_Ridge_Hike,Moderate,9 miles,"1,900 feet",https://www.oregonhikers.org/field_guide/Marys_Peak_North_Ridge_Trailhead,Latitude: 44.5306,Longitude: -123.54484,100 minutes
McCall Point Hike,https://www.oregonhikers.org/field_guide/McCall_Point_Hike,Moderate,3.4 miles,"1,070 feet",https://www.oregonhikers.org/field_guide/Rowena_Crest_Trailhead,Latitude: 45.68279,Longitude: -121.30050,80 minutes
McClellan Meadows Hike,https://www.oregonhikers.org/field_guide/McClellan_Meadows_Hike,Moderate,6.8 miles,815 feet,https://www.oregonhikers.org/field_guide/McClellan_Meadows_Upper_Trailhead,Latitude: 45.9684,Longitude: -121.8475,90 minutes
McCubbins Meadow Hike,https://www.oregonhikers.org/field_guide/McCubbins_Meadow_Hike,Moderate,5.2 miles,780 feet,https://www.oregonhikers.org/field_guide/McCubbins_Meadow_Trailhead,Latitude: 45.14564,Longitude: -121.44135,110 minutes
McCulloch Peak Loop Hike,https://www.oregonhikers.org/field_guide/McCulloch_Peak_Loop_Hike,Moderate,7.1 miles,"1,605 feet",https://www.oregonhikers.org/field_guide/Sulphur_Springs_Road_Trailhead,Latitude: 44.64321,Longitude: -123.32223,95 minutes
McCully Basin Hike,https://www.oregonhikers.org/field_guide/McCully_Basin_Hike,Moderate,15.2 miles,"2,360 feet",https://www.oregonhikers.org/field_guide/McCully_Trailhead,Latitude: 45.27721,Longitude: -117.13593,5.5 hours
McDonald Homestead Hike,https://www.oregonhikers.org/field_guide/McDonald_Homestead_Hike,Moderate,5 miles,995 feet,https://www.oregonhikers.org/field_guide/Wright_Creek_Trailhead,Latitude: 43.3195,Longitude: -122.8092,4.5 hours
McIntyre Ridge to Wildcat Mountain Hike,https://www.oregonhikers.org/field_guide/McIntyre_Ridge_to_Wildcat_Mountain_Hike,Moderate,7 miles,"1,100 feet",https://www.oregonhikers.org/field_guide/New_McIntyre_Trailhead,Latitude: 45.33597,Longitude: -122.03565,1 hour
McNeil Point via McGee Creek Hike,https://www.oregonhikers.org/field_guide/McNeil_Point_via_McGee_Creek_Hike,Moderate,8.7 miles,"2,820 feet",https://www.oregonhikers.org/field_guide/McGee_Creek_Trailhead,Latitude: 45.42285,Longitude: -121.78219,85 minutes
Memaloose Hills Hike,https://www.oregonhikers.org/field_guide/Memaloose_Hills_Hike,Moderate,5.2 miles,905 feet,https://www.oregonhikers.org/field_guide/Memaloose_Rest_Area_Trailhead,Latitude: 45.6947,Longitude: -121.3430,70 minutes
Middle Metolius River Hike,https://www.oregonhikers.org/field_guide/Middle_Metolius_River_Hike,Moderate,22 miles,500 feet,https://www.oregonhikers.org/field_guide/Lower_Bridge_Trailhead,Latitude: 44.5568,Longitude: -121.62,3 hours
Mill Ditch to Round Lake Hike,https://www.oregonhikers.org/field_guide/Mill_Ditch_to_Round_Lake_Hike,Moderate,6.4 miles,685 feet,https://www.oregonhikers.org/field_guide/Benton_Park_Trailhead,Latitude: 45.58717,Longitude: -122.41461,20 minutes
Miller Woods Loop Hike,https://www.oregonhikers.org/field_guide/Miller_Woods_Loop_Hike,Moderate,4.7 miles,560 feet,https://www.oregonhikers.org/field_guide/Miller_Woods_Trailhead,Latitude: 45.2461,Longitude: -123.2749,60 minutes
Mima Falls Loop Hike,https://www.oregonhikers.org/field_guide/Mima_Falls_Loop_Hike,Moderate,6.5 miles,795 feet,https://www.oregonhikers.org/field_guide/Mima_Falls_Trailhead,Latitude: 46.9035,Longitude: -123.0638,2 hours
Miners Ridge-James Irvine Loop Hike,https://www.oregonhikers.org/field_guide/Miners_Ridge-James_Irvine_Loop_Hike,Moderate,11.6 miles,"1,380 feet",https://www.oregonhikers.org/field_guide/Prairie_Creek_Visitor_Center_Trailhead,Latitude: 41.36360,Longitude: -124.02273,385 minutes
Misery Ridge Loop Hike,https://www.oregonhikers.org/field_guide/Misery_Ridge_Loop_Hike,Moderate,3.8 miles,"1,000 feet",https://www.oregonhikers.org/field_guide/Smith_Rock_Trailhead,Latitude: 44.36267,Longitude: -121.13835,3.25 hours
Mist Falls Hike,https://www.oregonhikers.org/field_guide/Mist_Falls_Hike,Moderate,0.5 miles,335 feet,https://www.oregonhikers.org/field_guide/Mist_Falls_Trailhead,Latitude: 45.57551,Longitude: -122.13286,40 minutes
Monte Carlo via Middle Fork Grove Hike,https://www.oregonhikers.org/field_guide/Monte_Carlo_via_Middle_Fork_Grove_Hike,Moderate,6.3 miles,"1,860 feet",https://www.oregonhikers.org/field_guide/Buck_Creek_No._2_Trailhead,Latitude: 45.8572,Longitude: -121.5961,90 minutes
Monte Carlo-Monte Cristo Hike,https://www.oregonhikers.org/field_guide/Monte_Carlo-Monte_Cristo_Hike,Moderate,5.8 miles,"1,940 feet",https://www.oregonhikers.org/field_guide/Monte_Carlo_Upper_Trailhead,Latitude: 45.89186,Longitude: -121.57374,100 minutes
Monument Rock Loop Hike,https://www.oregonhikers.org/field_guide/Monument_Rock_Loop_Hike,Moderate,5.7 miles,800 feet,https://www.oregonhikers.org/field_guide/Table_Rock_South_Trailhead,Latitude: 44.32794,Longitude: -118.31336,380 minutes
Mosier Twin Tunnels Hike,https://www.oregonhikers.org/field_guide/Mosier_Twin_Tunnels_Hike,Moderate,8.5 miles,"1,000 feet",https://www.oregonhikers.org/field_guide/Mark_Hatfield_West_Trailhead,Latitude: 45.70376,Longitude: -121.48678,70 minutes
Mount Beachie Hike,https://www.oregonhikers.org/field_guide/Mount_Beachie_Hike,Moderate,5.6 miles,"1,350 feet",https://www.oregonhikers.org/field_guide/Elk_Lake_Junction_Trailhead,Latitude: 44.8252,Longitude: -122.1250,145 minutes
Mount Beachie via French Creek Ridge Hike,https://www.oregonhikers.org/field_guide/Mount_Beachie_via_French_Creek_Ridge_Hike,Moderate,8.2 miles,"2,115 feet",https://www.oregonhikers.org/field_guide/French_Creek_Ridge_Trailhead,Latitude: 44.782993,Longitude: -122.206872,110 minutes
Mount Hood Meadows Loop Hike,https://www.oregonhikers.org/field_guide/Mount_Hood_Meadows_Loop_Hike,Moderate,10.1 miles,"1,845 feet",https://www.oregonhikers.org/field_guide/Elk_Meadows_Trailhead,Latitude: 45.32240,Longitude: -121.63359,90 minutes
Mount Lowe from Graham Pass Hike,https://www.oregonhikers.org/field_guide/Mount_Lowe_from_Graham_Pass_Hike,Moderate,6.8 miles,"1,055 feet",https://www.oregonhikers.org/field_guide/Graham_Pass_Trailhead,Latitude: 44.9151,Longitude: -121.9602,130 minutes
Mount Mitchell via Sugarloaf Trail Hike,https://www.oregonhikers.org/field_guide/Mount_Mitchell_via_Sugarloaf_Trail_Hike,Moderate,7.2 miles,"1,620 feet",https://www.oregonhikers.org/field_guide/Sugarloaf_Trailhead,Latitude: 46.0228,Longitude: -122.2416,90 minutes
Mount Mitchell-Cottonwood Meadows Hike,https://www.oregonhikers.org/field_guide/Mount_Mitchell-Cottonwood_Meadows_Hike,Moderate,9.7 miles,"1,995 feet",https://www.oregonhikers.org/field_guide/Rimrock_Trailhead,Latitude: 45.1106,Longitude: -122.0223,110 minutes
Mount Pisgah West Loop Hike,https://www.oregonhikers.org/field_guide/Mount_Pisgah_West_Loop_Hike,Moderate,6.3 miles,"1,345 feet",https://www.oregonhikers.org/field_guide/Buford_North_Trailhead,Latitude: 44.0153,Longitude: -122.9844,115 minutes
Mowich Butte from Trout Creek Hike,https://www.oregonhikers.org/field_guide/Mowich_Butte_from_Trout_Creek_Hike,Moderate,11.2 miles,"2,625 feet",https://www.oregonhikers.org/field_guide/Trout_Creek_Trailhead_(PCT),Latitude: 45.8113,Longitude: -121.9562,70 minutes
Mud Lake Hike,https://www.oregonhikers.org/field_guide/Mud_Lake_Hike,Moderate,7.4 miles,"1,400 feet",https://www.oregonhikers.org/field_guide/Wahtum_Lake_Trailhead,Latitude: 45.57737,Longitude: -121.79263,110 minutes
Muddy Fork Hike,https://www.oregonhikers.org/field_guide/Muddy_Fork_Hike,Moderate,6.2 miles,"1,000 feet",https://www.oregonhikers.org/field_guide/Top_Spur_Trailhead,Latitude: 45.40775,Longitude: -121.78589,100 minutes
Mulkey Ridge-Fitton Green Loop Hike,https://www.oregonhikers.org/field_guide/Mulkey_Ridge-Fitton_Green_Loop_Hike,Moderate,6.9 miles,"1,155 feet",https://www.oregonhikers.org/field_guide/Oak_Creek_Trailhead_(Bald_Hill),Latitude: 44.57635,Longitude: -123.32621,85 minutes
Multnomah Falls Hike,https://www.oregonhikers.org/field_guide/Multnomah_Falls_Hike,Moderate,2.4 miles,870 feet,https://www.oregonhikers.org/field_guide/Multnomah_Falls_Trailhead,Latitude: 45.57893,Longitude: -122.11841,40 minutes
Multnomah-Wahkeena Loop Hike,https://www.oregonhikers.org/field_guide/Multnomah-Wahkeena_Loop_Hike,Moderate,4.9 miles,"1,600 feet",https://www.oregonhikers.org/field_guide/Multnomah_Falls_Trailhead,Latitude: 45.57893,Longitude: -122.11841,40 minutes
Multorpor Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Multorpor_Mountain_Loop_Hike,Moderate,5.1 miles,"1,100 feet",https://www.oregonhikers.org/field_guide/Summit_Rest_Area_Trailhead,Latitude: 45.3023,Longitude: -121.7448,80 minutes
Neahkahnie Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Neahkahnie_Mountain_Loop_Hike,Moderate,8 miles,"2,300 feet",https://www.oregonhikers.org/field_guide/Short_Sand_South_Trailhead,Latitude: 45.7596,Longitude: -123.9591,100 minutes
